Plot	Plot_bexis	exploratory	habitat	Root_decomposition	Nmic	PNR_2014	PNR_2016	average_PNR	Ammonium_NH4_2014	Ammonium_NH4_2016	MinSoil_Ammonium_NH4_2017	average_NH4	Nitrate_NO3_2014	Nitrate_NO3_2016	MinSoil_Nitrate_NO3_2017	average_NO3	CN_ratio_MinSoil_2011	CN_ratio_MinSoil_2014	CN_ratio_MinSoil_2017	CN_ratio_MinSoil_2021	average_CN_MinSoil	amoA_AOA	amoA_AOB	nxrA_NB	X16S_NS	CN_ratio_OrgLay_2011	CN_ratio_OrgLay_2014	CN_ratio_OrgLay_2017	average_CN_OrgLay	forest_soilNitrateflxs	forest_soilAmmoniaflxs	OlsenPi_2014	NaHCO3_Pi	Pmic	OlsenPi_2021	Upper_MinSoil_CP_ratio	Upper_MinSoil_PS_ratio	OrgLay_orthophosphate	MinSoil_orthophosphate	P_loss	average_OlsenPi	Upper_MinSoil_CS_ratio	O_Horizon_CS_ratio_2014	O_Horizon_CS_ratio_2017	average_O_Horizon_CS_ratio	dung_removal	dung_depletion	hydrophobicity	Cmic	Glu	N_Ac	Xyl	soilCflxs	Organic_layer_thickness	OC_stock_MinSoil_2011	OC_stock_MinSoil_2014	OC_stock_MinSoil_2017	OC_stock_MinSoil_2021	average_OC_stock_MinSoil	Pho_2011	Pho_2014	average_Pho	seed_depletion	Fine_Roots_Biomass	Coarse_Roots_Biomass	Root_Biomass	Browsing_perc_overall	Browsing_perc_broadleaf	Browsing_perc_conifers	Beech_herbivory_canopy_overall	Beech_herbivory_understory_overall	Beech_herbivory_canopy_mining	Beech_herbivory_understory_mining	Beech_herbivory_canopy_chewing	Beech_herbivory_understory_chewing	Beech_herbivory_canopy_sucking	Beech_herbivory_understory_sucking	Beech_herbivory_canopy_galls	Beech_herbivory_understory_galls	Cryptococcus_infestation	chewing_damage	scraping_sucking_damage	mining_damage	gall_damage	total_damaged_area	Fine_Roots_Carbon	Fine_Roots_Nitrogen	Fine_roots_CN_ratio	Soil_respiration_2011	Soil_respiration_2017	Annual_Leaching_P	Annual_Leaching_NH4	Annual_Leaching_NO3	Soil_respiration_2018	Soil_respiration_2019	average_Soil_respiration	Methane_oxidation	Total_litter_C_2015	Total_litter_C_2016	Total_litter_C_2017	Total_litter_C_2018	Total_litter_N_2015	Total_litter_N_2016	Total_litter_N_2017	Total_litter_N_2018	average_Total_litter_C	average_Total_litter_N	caterpillars_predation	OrgLay_waterholding	MinSoil_waterholding	MinSoil_Bulk_density_2011	Barkbeetle_antagonist_ratio
SEW38	SEW38	SCH	forest	15.1	10.0169567048473	24.302	18.78214723	21.542073615	0.194	0.196803275	43.49	0.195792006683783	0.45	0.010356686	218.99	1.7547938175978	15.98	16.14	16.24	16.91	16.43	186000000	1760000	9760	1920000	30.1166666666667	21.1666666666667	19.8266666666667	23.7033333333333	-0.536551467326612	1.05647580073846	33.54	67.8478374153205	7.57	35.86	82.9	1.5	0.2	0.17	20.9103875064628	34.7	123.1	214.56	212.956666666667	213.758333333333	1.14360880347972	0.444	0.3	128.441260466948	130.341481221745	218.507208807551	72.6678465972517	-0.909042203882651	15.2857142857143	21.94	25.16	22.81	27.62	24.3825	1343.63663422702	1394.99	1369.31331711351	1	0.886	2.386	3.272	0	0	NA	63.2	93.5064935064935	6.8	0	51.2	94.5165945165945	4	6.97871572871573	5	0.454545454545455	1	0.961247528767875	0.16383514157648	0.369049587211786	0.0593897853108818	0.919285153468953	475.623868089688	17.3123204150159	35.87	26.91395	0.755669390205037	1.078	9.295	8.298	2.82	2.55	0.83127422674927	0.237930387	479.815	490.48	477.826666666667	484.435	10.6	15.39	8.75666666666667	13.1	483.139166666667	11.9616666666667	1	0.39	0.86	1.17	0.019775216958316
SEW39	SEW39	SCH	forest	19.4	12.5349327995403	14.81	12.4986909	13.65434545	1.9	1.913244144	68.18	0.53029052533995	0.317	0.007089083	128.06	1.17023638309973	17.75	18.24	16.33	17.4	17.3233333333333	160000000	943000	411000	823000	31.1766666666667	23.29	20.7933333333333	25.0866666666667	-0.542022753120898	0.801537720585928	6.56	NA	5.09	9.76	145.1	0.9	0.2	0.06	36.219311752694	8.16	137.3	278.173333333333	213.073333333333	245.623333333333	0.988590055342912	0.704	0.27	143.851208762724	125.455115586045	173.012476854966	59.673262835664	-1.00520614053478	14.1428571428571	18.97	18.46	19.19	19.95	19.1425	1450.95982467818	1361.26	1406.10991233909	1	0.766	0.136	0.902	NA	NA	NA	65.2	66.991341991342	6.4	3.84615384615385	45.6	47.8854478854479	11.4	21.1101398601399	4.6	0.549450549450549	2	0.442724859075537	0.198820983540875	0.269683860963304	0.033718724634629	0.476896075752801	500.03412142842	15.0483737039056	38.31	27.63649	1.08179112050148	0	5.1	4.058	1.93	2.27	0.736626687118134	0.4395573955	476.045	492.706666666667	473.33	512.78	8.375	15.3733333333333	10.695	11.91	488.715416666667	11.5883333333333	0.744	0.41	0.88	1.18	0.02197363164203
SEW40	SEW40	SCH	forest	19.4	12.0969113848874	5.778	4.252409917	5.0152049585	0.413	0.413348305	32.42	0.183515303625285	0.478	0.010394537	122.55	1.59160472907606	17.75	18.1	17.03	16.88	17.3366666666667	68400000	1730000	184000	3070000	34.96	24.0066666666667	20.5633333333333	26.51	-0.526137969137257	-0.0617837498578946	28.49	40.6282504680674	4.21	25.19	64.6	2.1	0.31	0.16	26.0377305126221	26.84	137.5	281.03	220.026666666667	250.528333333333	1.14245369435655	0.55	0.38	133.53316686117	126.762926069859	198.693971418835	56.9292826620498	-0.989745974314802	12.4285714285714	19.02	20.21	21.49	21.09	20.4525	1377.32947226605	1278.04	1327.68473613303	1	0.946	0.176	1.122	0	0	NA	69.6	62.5	3.6	0	30.4	46.0218253968254	14.8	11.1855158730159	13.4	4.44940476190476	1	0.477676873743766	0.106243269366113	0.152259384241042	0	0.506985365980661	466.889159838791	13.0855295749276	38.89	19.434265	0.864060011637407	0.26	4.42	1.303	2.24	2.64	0.750083839824048	0.4907248625	478.12	494.83	473.04	472.675	8.29	13.0766666666667	8.71	11.395	479.66625	10.3679166666667	0.978	0.44	0.87	1.16	0.016872160934458
SEW41	SEW41	SCH	forest	NA	8.78262462496067	7.922	6.287672031	7.1048360155	10.768	3.778447744	36.14	1.64714274319192	0.114	0.002556231	33.83	0.391866425259148	18.98	18.64	17.54	17.29	17.8233333333333	14100000	757000	190000	2250000	31.4133333333333	22.61	20.94	24.9877777777778	-0.532539065257397	-0.587241202379465	24.48	NA	4.35	22.37	62.6	2.3	0.28	0.15	29.1798458362134	23.425	144	271.47	235.09	253.28	0.861385210696007	0.598	0.24	124.239280439746	104.83103006649	135.929582317881	69.4105799955302	-1.01667383507629	17.0714285714286	17.64	15.41	21.47	21.06	18.895	1059.79822867183	1129.16	1094.47911433592	1	3.496	3.706	7.202	10.26	10.26	NA	73.2	73.4821428571429	9.6	0	48.4	62.2083333333333	7	9.93452380952381	10.4	0	3	0.270231768351912	0.270399533221391	0.150526399519877	0.00437866315172833	0.299234969982508	495.251304497771	14.7415873102726	38.32	21.7693	1.25111069602474	0.625	4.453	1.228	2.19	2.05	0.734726166717089	0.979200392	477.61	488.696666666667	474.956666666667	483.135	9.18	15.2933333333333	10.3066666666667	13.56	481.099583333333	12.085	0.72	0.43	0.96	1.11	0.053254437869822
SEW42	SEW42	SCH	forest	NA	15.8129189728367	6.957	6.245987175	6.6014935875	2.547	2.658522659	43.19	0.523935620304108	0.236	0.005034524	85.57	0.843798031398864	16.86	16.76	16.48	16.21	16.4833333333333	110000000	1220000	885000	1160000	32.9	22.1233333333333	22.3	25.7744444444444	-0.535645248264099	0.328841812787725	3.2	NA	1.29	5.39	159.6	0.9	0.14	0.05	33.840680603135	4.295	139.4	273.166666666667	216.973333333333	245.07	0.884287718781641	0.448	0.49	144.043311588438	195.165521934992	290.261613904391	75.54687331277	-0.7905058190279	9.14285714285714	23.27	16.85	24.71	23.51	22.085	1891.90223158619	1793.93	1842.9161157931	0.728	2.966	4.216	7.182	10	10	NA	68	81.4197530864197	7.2	0	48	76.7283950617284	6.4	5.9481721981722	10.6	2.40740740740741	2	0.368709117392755	0.260630200393315	0.214276093160512	0.13208111270806	0.388658574255757	432.686887426514	17.1213716610877	42.08	34.13442	1.04964363627778	0.537	3.317	3.873	2.5	1.9	0.789740288133262	0.927505827	476.345	489.556666666667	470.676666666667	470.165	7.165	14.3766666666667	7.64333333333333	9.175	476.685833333333	9.59	0.478	0.48	0.84	1.06	0.016689098250336
SEW43	SEW43	SCH	forest	NA	8.38734957369332	4.284	4.198927625	4.2414638125	19.245	4.693821802	45.17	2.86853103766238	0.214	0.004178783	36.43	0.660537784575021	16.5	17.23	16.31	16.59	16.71	130000000	2570000	1290000	1840000	31.6566666666667	23.21	20.51	25.1255555555556	-0.527113074688728	0.531807394741582	24.04	39.8259428097804	1.01	21.64	85.4	1.7	0.26	0.11	25.2813970357031	22.84	148.1	283.153333333333	237.07	260.111666666667	1.01336897128742	0.382	0.23	133.50277650101	127.642944644145	269.797731182141	81.5799315974471	-0.827025421889833	16.1428571428571	18.46	19.84	16.96	22.89	19.5375	1351.16083420215	1189.82	1270.49041710107	1	2.836	2.316	5.152	4.76	4.76	NA	66.4	57	9.2	0.833333333333333	47.6	45.5	7.2	4.75	5.2	4.06944444444444	1	0.249890373028865	0.403515232525103	0.109620999452129	0.101765527218159	0.278762586590704	483.633452544901	14.3245942491255	41.3	28.82892	1.27159926360715	0	3.785	0.788	0.97	2.48	0.674549288381927	1.2116367945	469.595	491.463333333333	469.873333333333	471.855	7.46	14.32	8.53333333333333	9.155	475.696666666667	9.86708333333333	0.38	0.45	0.89	NA	0.018617021276596
SEW44	SEW44	SCH	forest	12.4	9.95655256063999	10.718	7.986102814	9.352051407	7.575	3.796981085	35.2	1.1966311439821	0.018	0.000353307	29.74	0.119083260536258	18.48	18.63	17.34	17.77	17.9133333333333	32300000	2980000	212000	1210000	35.9133333333333	24.4766666666667	24.2333333333333	28.2077777777778	-0.540544367284796	-0.393088224382106	21.52	34.0673684210526	3.74	17.39	81.2	1.9	0.26	0.14	32.5078224052779	19.455	157.2	287.79	251.753333333333	269.771666666667	1.03995077999561	NA	0.28	107.103834702365	88.691966947847	124.512807893094	35.9028451386833	-1.16345736284786	12.5	17.36	20.89	23.31	18.6	20.04	917.757089385296	1504.15	1210.95354469265	NA	0.236	NA	0.236	0	0	NA	66.8	32.9007936507937	6.4	1.25	32.8	19.6785714285714	12.8	4.60714285714286	8.4	2.56944444444444	1	0.34736108207768	0.153325506362837	0.00758485905032679	0.00163804547585171	0.341940189892052	467.481452811044	9.72852631513048	55.08	26.06238	1.88106067000018	0	3.223	1.44	1.77	2.04	0.777763024994829	1.001085116	476.44	496.77	476.173333333333	481.34	8.645	14.32	9.84666666666667	11.315	482.680833333333	11.0316666666667	NA	0.44	0.91	1.17	0.0091519219036
SEW45	SEW45	SCH	forest	NA	5.57863129606288	1.202	0.958387392	1.080193696	2.653	2.605383941	34.39	0.504646734720276	0.349	0.006354204	137.37	1.25488596286037	17.93	16.62	15.92	15.84	16.1266666666667	85900000	969000	151000	403000	35.44	24.3533333333333	21.7466666666667	27.18	-0.547370106145093	0.0973469703447101	6.1	NA	2.68	9.25	135.2	1.1	0.22	0.07	28.9297463288141	7.675	146.9	331.61	223.11	277.36	1.19057703122625	0.684	0.3	109.651646984127	150.485963222879	214.861416682619	56.549930284997	-0.961604956976332	16.3571428571429	16.56	18.06	17.17	18.97	17.69	1872.44751745825	1251.54	1561.99375872913	0.6	2.646	2.366	5.012	NA	NA	NA	68.8	NA	2	NA	59.2	NA	4.8	NA	7	NA	2	2.1049669875256	0.659109007831283	0.0494066594836643	0	1.95418532293441	485.995915677762	14.3359868223181	50.99	25.48132	0.923690554578299	0.607	7.293	7.66	1.71	1.6	0.607620232134997	0.597733554	477.28	489.27	479.406666666667	478.015	9.4	12.9566666666667	11.43	12.745	480.992916666667	11.6329166666667	0.62	0.46	0.87	1.31	0.065217391304348
SEW46	SEW46	SCH	forest	NA	10.9694874892621	7.915	5.927612808	6.921306404	NA	0.078856587	44.98	0.523257323613974	0.318	0.005557161	138.38	1.17087803941294	15.88	16.1	16.27	15.59	15.9866666666667	191000000	2180000	388000	2060000	32.67	24.77	22.9466666666667	26.7955555555556	-0.532476155221819	1.1080014894593	25.87	NA	17.09	28.61	77.9	1.7	0.2	0.15	24.6268655112641	27.24	128.8	311.333333333333	234.023333333333	272.678333333333	0.79151147486492	0.478	0.31	117.541444341357	101.513299490583	234.730939440696	60.4801292329033	-0.955927943333348	20.7142857142857	21.3	17.85	24.08	24.06	21.8225	2869.80092638478	1086.44	1978.12046319239	0.712	1.646	0.656	2.302	NA	NA	NA	66.8	69.4444444444444	7.2	0	41.6	55.5555555555556	1.8	16.6666666666667	19.2	0	1	0.316655788065987	0.106289640311934	0.0962629181400506	0	0.323676307611208	431.592532612634	18.2363209318282	40.39	26.43679	0.934047195666848	0.738	3.29	2.528	2.1	2.37	0.744900039605861	0.699014053	475.31	484.316666666667	476.94	476.335	8.86	12.6466666666667	9.38333333333333	10.405	478.225416666667	10.32375	0.72	0.48	0.95	1.08	0.033966967902773
SEW47	SEW47	SCH	forest	11.7	13.343472685035	1.485	1.158654919	1.3218274595	6.209	2.993306448	35.58	1.00693031557397	0.357	0.006148556	113.27	1.21277054048869	17.63	17.51	17.63	15.63	16.9233333333333	57500000	270000	271000	162000	37.74	25.2333333333333	22.0733333333333	28.3488888888889	-0.548321620433222	-0.17928513594453	37.32	NA	4.34	30.99	90.3	1.4	0.22	0.14	22.4418494445613	34.155	123.3	296.88	245.653333333333	271.266666666667	0.937967890803484	0.506	0.29	140.353893001883	179.591081821721	217.241897410312	102.219490038122	-0.77025822591097	17.9285714285714	23.61	21.44	20.56	24.57	22.545	1641.45443600087	1410.35	1525.90221800043	0.5	5.196	1.576	6.772	NA	NA	NA	46.4	NA	8.4	NA	20	NA	4.8	NA	8	NA	1	0.291191304689826	0.171755782178439	0.273320102950081	0.0242756538147893	0.402586409320735	471.856973431407	13.4335893843958	54.07	21.12902	0.858679315684159	1.02	2.667	1.55	2.24	2.73	0.767490665986051	0.681446081	480.1	483.46	476.573333333333	464.475	9.675	11.7566666666667	10.86	9.675	476.152083333333	10.4916666666667	0.708	0.47	0.87	1.17	0.04811320754717
SEW48	SEW48	SCH	forest	19.2	10.3063611773466	16.042	13.56091031	14.801455155	18.53	4.622137889	64.41	2.84307241479995	0.491	0.008439624	126.61	1.59825269482788	16.47	19.33	18.59	18.11	18.6766666666667	18400000	5810000	308000	495000	36.8066666666667	25.7433333333333	24.1766666666667	28.9088888888889	-0.545412031287704	-0.498326116289797	31.14	NA	4.61	33.67	94.8	1.6	0.22	0.12	37.4878970304464	32.405	155.5	292.073333333333	244.8	268.436666666667	1.39587811759497	0.394	0.33	143.307419126287	177.99	262.26	67.07	-0.859744494319217	12.2857142857143	19.38	20.54	23.36	13.63	19.2275	1384.48625399221	1551.59	1468.0381269961	0.392	1.776	1.596	3.372	100	100	NA	59.6	96.25	2.4	0	32.4	96.25	9.4	9.53787878787879	10	0	1	0.501836636837334	0.528781784122483	0.180489611805003	0.0120309114785688	0.484589304959882	453.393306683394	10.9134206024084	54.83	25.28715	1.23781685976703	1.325	5.935	4.445	1.7	2.13	0.700982459084577	0.608552148	475.265	483.18	480.393333333333	475.52	13.64	12.45	13.4266666666667	13.66	478.589583333333	13.2941666666667	0.42	0.47	0.88	1.18	0.034909090909091
SEW49	SEW49	SCH	forest	15.8	7.73428228511209	25.474	21.67908884	23.57654442	1.331	1.352304582	128.16	0.683242530943216	0.19	0.003224378	188.04	0.948710614058841	18.54	18.97	18.42	16.42	17.9366666666667	60900000	675000	404000	743000	36.7	23.8666666666667	19.5566666666667	26.7077777777778	-0.542706899757817	-0.14311258140896	11.52	24.4084210526316	16.35	12.46	119.1	1.1	0.22	0.08	37.6111110455432	11.99	134.5	275.85	199.226666666667	237.538333333333	1.04112074147682	0.488	0.54	112.556451181287	106.638510118033	202.398155407835	104.159821353336	-0.819880526757722	14.8571428571429	21.42	19.35	26.53	23.3	22.65	1488.70783121033	1081.48	1285.09391560516	1	1.136	0.666	1.802	0	0	NA	71.2	62.6944444444444	5.6	0	52.4	53.3611111111111	11.8	9.19444444444444	5.2	0	2	0.458164711242223	0.171228344878988	0.0808263387163042	0	0.514143199662958	469.905378345411	16.0897448472749	46.68	26.16602	0.783649708323768	0	5.245	4.39	1.57	2.36	0.662531150229903	0.2707321265	476.005	493.843333333333	478.333333333333	478.76	8.265	13.2766666666667	10.4433333333333	10.33	481.735416666667	10.57875	0.9	0.43	0.94	1.14	0.04522995058913
SEW50	SEW50	SCH	forest	15.8	24.4851308790876	18.451	14.80017394	16.62558697	0.621	0.657381263	53.96	0.296151043535509	0.241	0.004189611	36.54	0.72434364146871	16.09	16.48	15.85	16.46	16.2633333333333	57100000	5960000	58800	1390000	35.3333333333333	23.7833333333333	24.2333333333333	27.7833333333333	-0.540333618665607	-0.128995303226221	37.47	NA	5.65	32.32	86.1	1.7	0.28	0.12	25.5504814752396	34.895	142.6	281.37	248.393333333333	264.881666666667	1.08191722509103	0.572	0.31	175.971110853901	105.32	293.607914141864	77.97	-0.830406773979567	11.4285714285714	16.8	23.01	21.17	23.2	21.045	1235.92229876637	1173.1	1204.51114938319	0.79	2.869	1.036	3.905	NA	NA	NA	54.4	73	13.2	0	23.6	69.6666666666667	3.4	4.33333333333333	13.6	1.25	1	0.391066317521662	0.119070949798466	0.11184313437724	0.19703256917124	0.366268176768339	466.293543075942	12.5980265604792	51.88	NA	1.13256160045648	0	3.105	1.3	2.01	2.03	0.792450791617966	0.840153911	473.34	493.746666666667	429.836666666667	474.775	9.075	11.2266666666667	9.95333333333333	8.37	467.924583333333	9.65625	0.542	0.44	0.89	1.25	0.10673665791776
